case_id,crime_category,ipc_section,case_facts,evidence_strength,number_of_witnesses,accused_prior_record,punishment_years,fine_amount,verdict,case_description
513,Kidnapping,363,The accused was charged with kidnapping under IPC section 363. Evidence strength was Strong. 3 witnesses were presented in court. Prior criminal record: No.,Strong,3,No,9,41062,Convicted,"This case involves a charge of Kidnapping under IPC section 363. The prosecution presented evidence considered Strong in strength with testimony from 3 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
514,Drug Possession,21,The accused was charged with drug possession under IPC section 21. Evidence strength was Strong. 0 witnesses were presented in court. Prior criminal record: No.,Strong,0,No,7,31006,Convicted,"This case involves a charge of Drug Possession under IPC section 21. The prosecution presented evidence considered Strong in strength with testimony from 0 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
515,Smuggling,135,The accused was charged with smuggling under IPC section 135. Evidence strength was Weak. 5 witnesses were presented in court. Prior criminal record: No.,Weak,5,No,7,5389,Convicted,"This case involves a charge of Smuggling under IPC section 135. The prosecution presented evidence considered Weak in strength with testimony from 5 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
516,Cybercrime,66,The accused was charged with cybercrime under IPC section 66. Evidence strength was Weak. 1 witnesses were presented in court. Prior criminal record: No.,Weak,1,No,2,13232,Convicted,"This case involves a charge of Cybercrime under IPC section 66. The prosecution presented evidence considered Weak in strength with testimony from 1 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
517,Assault,323,The accused was charged with assault under IPC section 323. Evidence strength was Strong. 3 witnesses were presented in court. Prior criminal record: No.,Strong,3,No,1,38670,Convicted,"This case involves a charge of Assault under IPC section 323. The prosecution presented evidence considered Strong in strength with testimony from 3 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
518,Drug Possession,21,The accused was charged with drug possession under IPC section 21. Evidence strength was Moderate. 1 witnesses were presented in court. Prior criminal record: No.,Moderate,1,No,10,6467,Convicted,"This case involves a charge of Drug Possession under IPC section 21. The prosecution presented evidence considered Moderate in strength with testimony from 1 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
519,Corruption,13,The accused was charged with corruption under IPC section 13. Evidence strength was Moderate. 1 witnesses were presented in court. Prior criminal record: Yes.,Moderate,1,Yes,0,0,Acquitted,"This case involves a charge of Corruption under IPC section 13. The prosecution presented evidence considered Moderate in strength with testimony from 1 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
520,Corruption,13,The accused was charged with corruption under IPC section 13. Evidence strength was Strong. 0 witnesses were presented in court. Prior criminal record: No.,Strong,0,No,3,32759,Convicted,"This case involves a charge of Corruption under IPC section 13. The prosecution presented evidence considered Strong in strength with testimony from 0 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
521,Assault,323,The accused was charged with assault under IPC section 323. Evidence strength was Weak. 3 witnesses were presented in court. Prior criminal record: No.,Weak,3,No,0,0,Acquitted,"This case involves a charge of Assault under IPC section 323. The prosecution presented evidence considered Weak in strength with testimony from 3 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
522,Corruption,13,The accused was charged with corruption under IPC section 13. Evidence strength was Moderate. 5 witnesses were presented in court. Prior criminal record: No.,Moderate,5,No,0,0,Acquitted,"This case involves a charge of Corruption under IPC section 13. The prosecution presented evidence considered Moderate in strength with testimony from 5 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was acquitted due to insufficient evidence."
523,Assault,323,The accused was charged with assault under IPC section 323. Evidence strength was Weak. 4 witnesses were presented in court. Prior criminal record: Yes.,Weak,4,Yes,1,20142,Convicted,"This case involves a charge of Assault under IPC section 323. The prosecution presented evidence considered Weak in strength with testimony from 4 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
524,Murder,302,The accused was charged with murder under IPC section 302. Evidence strength was Moderate. 1 witnesses were presented in court. Prior criminal record: No.,Moderate,1,No,24,19535,Convicted,"This case involves a charge of Murder under IPC section 302. The prosecution presented evidence considered Moderate in strength with testimony from 1 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
525,Corruption,13,The accused was charged with corruption under IPC section 13. Evidence strength was Strong. 4 witnesses were presented in court. Prior criminal record: Yes.,Strong,4,Yes,4,18556,Convicted,"This case involves a charge of Corruption under IPC section 13. The prosecution presented evidence considered Strong in strength with testimony from 4 witnesses. The accused had no prior criminal record. Based on the evaluation of the facts and evidence, the accused was ultimately convicted by the court."
